,index,topic_title,topic_type,subject,related_topics,geo,keyword,category
1637,13,Twitter,Social networking service,+90%,rising,PH,Home Furnishings,270
1638,14,Desk,Topic,+90%,rising,PH,Home Furnishings,270
1639,15,Radio,Topic,+90%,rising,PH,Home Furnishings,270
1640,16,Chest,Furniture,+80%,rising,PH,Home Furnishings,270
1641,17,Bathroom,Topic,+80%,rising,PH,Home Furnishings,270
1642,18,Computer,Topic,+80%,rising,PH,Home Furnishings,270
1643,19,Ottoman,Furniture,+70%,rising,PH,Home Furnishings,270
1644,20,Emergency,Topic,+70%,rising,PH,Home Furnishings,270
1645,21,Cove lighting,Topic,+70%,rising,PH,Home Furnishings,270
1646,22,Hour,Unit of time,+70%,rising,PH,Home Furnishings,270
1647,23,Lamp,Topic,+70%,rising,PH,Home Furnishings,270
1648,24,Nightstand,Topic,+70%,rising,PH,Home Furnishings,270
1649,0,Hotel,Building function,100,top,PH,Hotels & Accommodations,179
1650,1,Resort,Topic,34,top,PH,Hotels & Accommodations,179
1651,2,Antipolo,City in the Philippines,21,top,PH,Hotels & Accommodations,179
1652,3,Agoda,Topic,12,top,PH,Hotels & Accommodations,179
1653,4,Lodging,Topic,10,top,PH,Hotels & Accommodations,179
1654,5,Boracay,"Island in Malay, Aklan, Philippines",10,top,PH,Hotels & Accommodations,179
1655,6,Room,Topic,9,top,PH,Hotels & Accommodations,179
1656,7,Time,Dimension,8,top,PH,Hotels & Accommodations,179
1657,8,Singapore,Country in Asia,8,top,PH,Hotels & Accommodations,179
1658,9,Mobile app,Topic,7,top,PH,Hotels & Accommodations,179
1659,10,Cebu City,City in the Philippines,7,top,PH,Hotels & Accommodations,179
1660,11,Las Vegas,City in Nevada,7,top,PH,Hotels & Accommodations,179
1661,12,City,Topic,6,top,PH,Hotels & Accommodations,179
1662,13,House,Topic,6,top,PH,Hotels & Accommodations,179
1663,14,trivago N.V.,Engineering services company,5,top,PH,Hotels & Accommodations,179
1664,15,"Venice Grand Canal, Taguig",Taguig,5,top,PH,Hotels & Accommodations,179
1665,16,Philippines,Country in Asia,5,top,PH,Hotels & Accommodations,179
1666,17,Dubai,City in the United Arab Emirates,5,top,PH,Hotels & Accommodations,179
1667,18,Rizal,Topic,4,top,PH,Hotels & Accommodations,179
1668,19,Inn,Building function,4,top,PH,Hotels & Accommodations,179
1669,20,Download,Topic,4,top,PH,Hotels & Accommodations,179
1670,21,Manila,Capital of the Philippines,4,top,PH,Hotels & Accommodations,179
1671,22,Italy,Country in Europe,4,top,PH,Hotels & Accommodations,179
1672,23,Marriott International,Hospitality company,4,top,PH,Hotels & Accommodations,179
1673,24,Google Search,Topic,4,top,PH,Hotels & Accommodations,179
1674,0,Music download,Media format,+350%,rising,PH,Hotels & Accommodations,179
1675,1,All-inclusive resort,Topic,+250%,rising,PH,Hotels & Accommodations,179
1676,2,United Kingdom,Country in Europe,+150%,rising,PH,Hotels & Accommodations,179
1677,3,Edinburgh,Capital of Scotland,+130%,rising,PH,Hotels & Accommodations,179
1678,4,Astoria Boracay,"Resort in Malay, Aklan, Philippines",+120%,rising,PH,Hotels & Accommodations,179
1679,5,Rome,Capital of Italy,+110%,rising,PH,Hotels & Accommodations,179
1680,6,Nevada,US State,+100%,rising,PH,Hotels & Accommodations,179
1681,7,Tenerife,Island in Spain,+100%,rising,PH,Hotels & Accommodations,179
1682,8,Park,Topic,+100%,rising,PH,Hotels & Accommodations,179
1683,9,Texas,US State,+80%,rising,PH,Hotels & Accommodations,179
1684,10,Wyndham Hotels and Resorts,Hotel chain,+80%,rising,PH,Hotels & Accommodations,179
1685,11,Boutique hotel,Accommodation type,+70%,rising,PH,Hotels & Accommodations,179
1686,12,Westin Hotels & Resorts,Hotel chain,+70%,rising,PH,Hotels & Accommodations,179
1687,13,Sheraton Hotels and Resorts,Hotel company,+70%,rising,PH,Hotels & Accommodations,179
1688,14,Luxury,Topic,+70%,rising,PH,Hotels & Accommodations,179
1689,15,Amsterdam,Capital of the Netherlands,+60%,rising,PH,Hotels & Accommodations,179
1690,16,Clark Marriott Hotel,"Hotel in Mabalacat, Philippines",+60%,rising,PH,Hotels & Accommodations,179
1691,17,Online hotel reservations,Topic,+60%,rising,PH,Hotels & Accommodations,179
1692,18,Japan,Country in East Asia,+60%,rising,PH,Hotels & Accommodations,179
1693,19,Japanese Language,Spoken language,+60%,rising,PH,Hotels & Accommodations,179
1694,20,Days Inn,Hotel chain,+60%,rising,PH,Hotels & Accommodations,179
1695,21,Sales,Topic,+50%,rising,PH,Hotels & Accommodations,179
1696,22,Roblox,Online game,+50%,rising,PH,Hotels & Accommodations,179
1697,23,Spain,Country,+50%,rising,PH,Hotels & Accommodations,179
1698,0,Kitchen,Topic,100,top,PH,Kitchen & Dining,951
1699,1,Refrigerator,Topic,45,top,PH,Kitchen & Dining,951
1700,2,Design,Topic,36,top,PH,Kitchen & Dining,951
1701,3,Price,Topic,34,top,PH,Kitchen & Dining,951
1702,4,Philippines,Country in Asia,33,top,PH,Kitchen & Dining,951
1703,5,Table,Furniture,27,top,PH,Kitchen & Dining,951
1704,6,Definition,Topic,24,top,PH,Kitchen & Dining,951
1705,7,Tool,Topic,23,top,PH,Kitchen & Dining,951
1706,8,Kitchen utensil,Topic,22,top,PH,Kitchen & Dining,951
1707,9,Meaning,Topic,21,top,PH,Kitchen & Dining,951
1708,10,Knife,Culinary tool,20,top,PH,Kitchen & Dining,951
1709,11,Home appliance,Topic,18,top,PH,Kitchen & Dining,951
1710,12,Oven,Topic,17,top,PH,Kitchen & Dining,951
1711,13,Cookware and bakeware,Topic,16,top,PH,Kitchen & Dining,951
1712,14,Coffee,Drink,16,top,PH,Kitchen & Dining,951
1713,15,Cooking,Topic,15,top,PH,Kitchen & Dining,951
1714,16,Food,Food,14,top,PH,Kitchen & Dining,951
1715,17,Countertop,Topic,14,top,PH,Kitchen & Dining,951
1716,18,Glass,Visual art form,13,top,PH,Kitchen & Dining,951
1717,19,Baking,Topic,13,top,PH,Kitchen & Dining,951
1718,20,Bar,Drinking establishment type,13,top,PH,Kitchen & Dining,951
1719,21,Freezer,Topic,13,top,PH,Kitchen & Dining,951
1720,22,How-to,Topic,13,top,PH,Kitchen & Dining,951
1721,23,Kitchen stove,Cooking appliance,13,top,PH,Kitchen & Dining,951
1722,24,Frying pan,Topic,12,top,PH,Kitchen & Dining,951
1723,0,Cape,Topic,Breakout,rising,PH,Kitchen & Dining,951
1724,1,Kamado,Topic,Breakout,rising,PH,Kitchen & Dining,951
1725,2,Prima donna,Topic,Breakout,rising,PH,Kitchen & Dining,951
1726,3,Icemaker,Topic,+200%,rising,PH,Kitchen & Dining,951
1727,4,News,Broadcast genre,+200%,rising,PH,Kitchen & Dining,951
1728,5,Coffee bean,Topic,+170%,rising,PH,Kitchen & Dining,951
1729,6,Bar stool,Topic,+110%,rising,PH,Kitchen & Dining,951
1730,7,Black,Color,+110%,rising,PH,Kitchen & Dining,951
1731,8,Child,Topic,+110%,rising,PH,Kitchen & Dining,951
1732,9,Chicken,Poultry,+90%,rising,PH,Kitchen & Dining,951
1733,10,Chicken,Birds,+80%,rising,PH,Kitchen & Dining,951
1734,11,Coffee grinder,Topic,+70%,rising,PH,Kitchen & Dining,951
1735,12,De'Longhi,Topic,+70%,rising,PH,Kitchen & Dining,951
1736,13,Minibar,Topic,+70%,rising,PH,Kitchen & Dining,951
1737,14,Tea,Beverage,+70%,rising,PH,Kitchen & Dining,951
1738,15,Time,Dimension,+60%,rising,PH,Kitchen & Dining,951
1739,16,Cuisinart,Topic,+60%,rising,PH,Kitchen & Dining,951
1740,17,Keurig,Commercial company,+50%,rising,PH,Kitchen & Dining,951
1741,18,Espresso machine,Topic,+40%,rising,PH,Kitchen & Dining,951
1742,19,Shopee,E-commerce company,+40%,rising,PH,Kitchen & Dining,951
1743,20,Slow cooker,Cooking appliance,+40%,rising,PH,Kitchen & Dining,951
1744,21,Milk,Dairy product,+40%,rising,PH,Kitchen & Dining,951
1745,0,Refrigerator,Topic,100,top,PH,Major Kitchen Appliances,1293
1746,1,Home appliance,Topic,54,top,PH,Major Kitchen Appliances,1293
1747,2,Freezer,Topic,38,top,PH,Major Kitchen Appliances,1293
1748,3,Price,Topic,27,top,PH,Major Kitchen Appliances,1293
1749,4,Kitchen stove,Cooking appliance,25,top,PH,Major Kitchen Appliances,1293
1750,5,Philippines,Country in Asia,20,top,PH,Major Kitchen Appliances,1293
1751,6,Induction range,Topic,17,top,PH,Major Kitchen Appliances,1293
1752,7,Oven,Topic,17,top,PH,Major Kitchen Appliances,1293
1753,8,Microwave oven,Topic,13,top,PH,Major Kitchen Appliances,1293
1754,9,Power inverter,Topic,13,top,PH,Major Kitchen Appliances,1293
1755,10,Electromagnetic induction,Field of study,12,top,PH,Major Kitchen Appliances,1293
1756,11,Kitchen hood,Topic,12,top,PH,Major Kitchen Appliances,1293
1757,12,Home,Building use,11,top,PH,Major Kitchen Appliances,1293
1758,13,LG Electronics,Home electronics company,10,top,PH,Major Kitchen Appliances,1293
1759,14,LG,Topic,10,top,PH,Major Kitchen Appliances,1293
1760,15,Door,Topic,9,top,PH,Major Kitchen Appliances,1293
1761,16,Balay Dako,"Filipino restaurant in Tagaytay, Philippines",9,top,PH,Major Kitchen Appliances,1293
1762,17,Sales,Topic,9,top,PH,Major Kitchen Appliances,1293
1763,18,Meaning,Topic,9,top,PH,Major Kitchen Appliances,1293
1764,19,Electricity,Topic,9,top,PH,Major Kitchen Appliances,1293
1765,20,Kitchen,Topic,8,top,PH,Major Kitchen Appliances,1293
1766,21,Definition,Topic,8,top,PH,Major Kitchen Appliances,1293
1767,22,Cubic foot,Unit of volume,8,top,PH,Major Kitchen Appliances,1293
1768,23,Ice,Topic,7,top,PH,Major Kitchen Appliances,1293
1769,24,Cooking,Topic,7,top,PH,Major Kitchen Appliances,1293
1770,0,Drawer,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1771,1,Industry,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1772,2,French language,Spoken language,Breakout,rising,PH,Major Kitchen Appliances,1293
1773,3,Leak,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1774,4,Centimetre,Unit of length,Breakout,rising,PH,Major Kitchen Appliances,1293
1775,5,His Dark Materials,Novel series,Breakout,rising,PH,Major Kitchen Appliances,1293
1776,6,Vacuum cleaner,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1777,7,Bag,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1778,8,Kilogram,Unit of mass,Breakout,rising,PH,Major Kitchen Appliances,1293
1779,9,Technician,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1780,10,Electric energy consumption,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1781,11,France,Country in Europe,Breakout,rising,PH,Major Kitchen Appliances,1293
1782,12,Bowl,Topic,Breakout,rising,PH,Major Kitchen Appliances,1293
1783,13,Siemens,Automation company,Breakout,rising,PH,Major Kitchen Appliances,1293
1784,14,Bottle,Beer container,Breakout,rising,PH,Major Kitchen Appliances,1293
1785,15,Laguna,Province,Breakout,rising,PH,Major Kitchen Appliances,1293
1786,16,Shopee,E-commerce company,"+4,300%",rising,PH,Major Kitchen Appliances,1293
1787,17,Sub-Zero,Brand,+550%,rising,PH,Major Kitchen Appliances,1293
1788,18,Electric stove,Topic,+400%,rising,PH,Major Kitchen Appliances,1293
1789,19,Minibar,Topic,+400%,rising,PH,Major Kitchen Appliances,1293
1790,20,Face,Topic,+400%,rising,PH,Major Kitchen Appliances,1293
1791,21,Sharp Corporation,Topic,+400%,rising,PH,Major Kitchen Appliances,1293
1792,22,Cleaning,Topic,+300%,rising,PH,Major Kitchen Appliances,1293
1793,23,Aluminium,Chemical element,+300%,rising,PH,Major Kitchen Appliances,1293
1794,24,Energy,Topic,+300%,rising,PH,Major Kitchen Appliances,1293
1795,0,Recipe,Topic,100,top,PH,Meat & Seafood,909
1796,1,Chicken,Poultry,46,top,PH,Meat & Seafood,909
1797,2,Meat,Food,43,top,PH,Meat & Seafood,909
1798,3,Fish,Animal,36,top,PH,Meat & Seafood,909
1799,4,Chicken,Birds,35,top,PH,Meat & Seafood,909
1800,5,Pork,Meat,35,top,PH,Meat & Seafood,909
1801,6,Beef,Meat,33,top,PH,Meat & Seafood,909
1802,7,Steak,Meat,30,top,PH,Meat & Seafood,909
1803,8,Sauce,Table sauce,25,top,PH,Meat & Seafood,909
1804,9,Crabs,Animal,24,top,PH,Meat & Seafood,909
1805,10,Bicol,Region in the Philippines,23,top,PH,Meat & Seafood,909
1806,11,How-to,Topic,22,top,PH,Meat & Seafood,909
1807,12,Cooking,Topic,19,top,PH,Meat & Seafood,909
1808,13,Frying,Topic,17,top,PH,Meat & Seafood,909
1809,14,Price,Topic,16,top,PH,Meat & Seafood,909
1810,15,Grilling,Topic,16,top,PH,Meat & Seafood,909
1811,16,Milkfish,Topic,16,top,PH,Meat & Seafood,909
1812,17,Tuna,Fish,15,top,PH,Meat & Seafood,909
1813,18,Shrimp,Animal,15,top,PH,Meat & Seafood,909
1814,19,Seafood,Food,14,top,PH,Meat & Seafood,909
1815,20,Marination,Topic,14,top,PH,Meat & Seafood,909
1816,21,Philippines,Country in Asia,14,top,PH,Meat & Seafood,909
1817,22,Hamburger,Topic,14,top,PH,Meat & Seafood,909
1818,23,Roasting,Cooking method,13,top,PH,Meat & Seafood,909
1819,24,Sardine,Fish,13,top,PH,Meat & Seafood,909
1820,0,Frozen 2,2019 film,"+1,350%",rising,PH,Meat & Seafood,909
1821,1,Roe,Seafood,+200%,rising,PH,Meat & Seafood,909
1822,2,Ketogenic diet,Topic,+170%,rising,PH,Meat & Seafood,909
1823,3,Meat Depot - Banawe,"Restaurant in Quezon City, Philippines",+140%,rising,PH,Meat & Seafood,909
1824,4,Temperature,Topic,+130%,rising,PH,Meat & Seafood,909
1825,5,Yellowfin tuna,Fish,+130%,rising,PH,Meat & Seafood,909
1826,6,Davao City,City in the Philippines,+120%,rising,PH,Meat & Seafood,909
1827,7,Sirloin steak,Steak,+100%,rising,PH,Meat & Seafood,909
1828,8,Veal,Topic,+100%,rising,PH,Meat & Seafood,909
1829,9,Snow crab,Crab,+90%,rising,PH,Meat & Seafood,909
1830,10,Beef tenderloin,Beef,+90%,rising,PH,Meat & Seafood,909
1831,11,Nutrition facts label,Topic,+90%,rising,PH,Meat & Seafood,909
1832,12,Domestic pig,Animal,+80%,rising,PH,Meat & Seafood,909
1833,13,Korean language,Spoken language,+80%,rising,PH,Meat & Seafood,909
1834,14,Lunch,Topic,+70%,rising,PH,Meat & Seafood,909
1835,15,Cut of pork,Topic,+70%,rising,PH,Meat & Seafood,909
1836,16,Thigh,Topic,+70%,rising,PH,Meat & Seafood,909
1837,17,McDonald's,Fast food company,+70%,rising,PH,Meat & Seafood,909
1838,18,Color,Topic,+70%,rising,PH,Meat & Seafood,909
1839,19,Skin,Topic,+60%,rising,PH,Meat & Seafood,909
1840,20,Sardines,Topic,+60%,rising,PH,Meat & Seafood,909
1841,21,Soy sauce,Condiment,+60%,rising,PH,Meat & Seafood,909
1842,22,Frozen,Film series,+60%,rising,PH,Meat & Seafood,909
1843,23,Gram,Unit of mass,+60%,rising,PH,Meat & Seafood,909
1844,24,Crispy fried chicken,Dish,+60%,rising,PH,Meat & Seafood,909
1845,0,Man,Topic,100,top,PH,Men's Clothing,992
1846,1,Polo shirt,Dress,83,top,PH,Men's Clothing,992
1847,2,Shirt,Garment,67,top,PH,Men's Clothing,992
1848,3,Suit,Suit,51,top,PH,Men's Clothing,992
1849,4,Clothing,Topic,33,top,PH,Men's Clothing,992
1850,5,Tuxedo,Topic,25,top,PH,Men's Clothing,992
1851,6,Trousers,Clothing,22,top,PH,Men's Clothing,992
1852,7,Lacoste,Clothing company,21,top,PH,Men's Clothing,992
1853,8,Formal wear,Topic,20,top,PH,Men's Clothing,992
1854,9,Sleeve,Topic,19,top,PH,Men's Clothing,992
1855,10,Dress,Garment,14,top,PH,Men's Clothing,992
1856,11,Shoe,Shoe,13,top,PH,Men's Clothing,992
1857,12,Blue,Colour,12,top,PH,Men's Clothing,992
1858,13,White,Color,12,top,PH,Men's Clothing,992
1859,14,T-shirt,Clothing,12,top,PH,Men's Clothing,992
1860,15,Black,Color,11,top,PH,Men's Clothing,992
1861,16,Dress shirt,Dress,11,top,PH,Men's Clothing,992
1862,17,Ralph Lauren Corporation,Fashion company,10,top,PH,Men's Clothing,992
1863,18,Coat,Garment,10,top,PH,Men's Clothing,992
1864,19,Khaki,Color,10,top,PH,Men's Clothing,992
1865,20,Son,Topic,9,top,PH,Men's Clothing,992
1866,21,Suits,American drama series,9,top,PH,Men's Clothing,992
1867,22,Grey,Color,9,top,PH,Men's Clothing,992
1868,23,Blazer,Suit,9,top,PH,Men's Clothing,992
1869,24,Philippines,Country in Asia,9,top,PH,Men's Clothing,992
1870,0,Check,Pattern,Breakout,rising,PH,Men's Clothing,992
1871,1,Mr.,Topic,Breakout,rising,PH,Men's Clothing,992
1872,2,U.S. Polo Assn.,Topic,Breakout,rising,PH,Men's Clothing,992
1873,3,Retro style,Topic,Breakout,rising,PH,Men's Clothing,992
1874,4,Pixel,Mobile phone,Breakout,rising,PH,Men's Clothing,992
1875,5,Philippine peso,Currency,Breakout,rising,PH,Men's Clothing,992
1876,6,Distance education,School category,Breakout,rising,PH,Men's Clothing,992
1877,7,Leather,Book binding,Breakout,rising,PH,Men's Clothing,992
1878,8,Sneakers,Shoe,"+4,500%",rising,PH,Men's Clothing,992
1879,9,Levi Strauss & Co.,Clothing company,"+4,450%",rising,PH,Men's Clothing,992
1880,10,Tommy Hilfiger,Fashion label,"+4,450%",rising,PH,Men's Clothing,992
1881,11,Louis Vuitton,Fashion company,"+4,300%",rising,PH,Men's Clothing,992
1882,12,Tweed,Fabric,"+4,250%",rising,PH,Men's Clothing,992
1883,13,Sports,Film genre,"+4,250%",rising,PH,Men's Clothing,992
1884,14,Linen,Fiber,+700%,rising,PH,Men's Clothing,992
1885,15,Shopee,E-commerce company,+600%,rising,PH,Men's Clothing,992
1886,16,Boss,Fashion label,+600%,rising,PH,Men's Clothing,992
1887,17,Sportswear,Clothing,+450%,rising,PH,Men's Clothing,992
1888,18,Jogging,Topic,+350%,rising,PH,Men's Clothing,992
1889,19,Pastel,Color,+350%,rising,PH,Men's Clothing,992
1890,20,Name,Topic,+350%,rising,PH,Men's Clothing,992
1891,21,Dashiki,Garment,+350%,rising,PH,Men's Clothing,992
1892,22,Cotton,Topic,+300%,rising,PH,Men's Clothing,992
1893,23,Hugo Boss,Fashion company,+300%,rising,PH,Men's Clothing,992
1894,24,United Kingdom,Country in Europe,+250%,rising,PH,Men's Clothing,992
1895,0,Coffee,Drink,100,top,PH,Non-Alcoholic Beverages,560
1896,1,Tea,Beverage,69,top,PH,Non-Alcoholic Beverages,560
1897,2,Starbucks,Coffeehouse company,68,top,PH,Non-Alcoholic Beverages,560
1898,3,Milk tea,Topic,53,top,PH,Non-Alcoholic Beverages,560
1899,4,Water,Chemical compound,26,top,PH,Non-Alcoholic Beverages,560
1900,5,Menu,Topic,25,top,PH,Non-Alcoholic Beverages,560
1901,6,Philippines,Country in Asia,24,top,PH,Non-Alcoholic Beverages,560
1902,7,Cafe,Topic,24,top,PH,Non-Alcoholic Beverages,560
1903,8,Price,Topic,20,top,PH,Non-Alcoholic Beverages,560
1904,9,Bubble tea,Drink,19,top,PH,Non-Alcoholic Beverages,560
1905,10,Juice,Drink,16,top,PH,Non-Alcoholic Beverages,560
1906,11,Milk,Dairy product,15,top,PH,Non-Alcoholic Beverages,560
1907,12,Bottle,Beer container,13,top,PH,Non-Alcoholic Beverages,560
1908,13,Green tea,Tea,12,top,PH,Non-Alcoholic Beverages,560
1909,14,Coca-Cola,Soft drink,12,top,PH,Non-Alcoholic Beverages,560
1910,15,The Coffee Bean & Tea Leaf,Corporation,11,top,PH,Non-Alcoholic Beverages,560
1911,16,The Coca-Cola Company,Beverages company,11,top,PH,Non-Alcoholic Beverages,560
1912,17,Mug,Topic,10,top,PH,Non-Alcoholic Beverages,560
1913,18,Soft drink,Drink,10,top,PH,Non-Alcoholic Beverages,560
1914,19,Download,Topic,9,top,PH,Non-Alcoholic Beverages,560
1915,20,Verb,Topic,9,top,PH,Non-Alcoholic Beverages,560
1916,21,Macao Imperial Tea,"Cafe in Quezon City, Philippines",9,top,PH,Non-Alcoholic Beverages,560
1917,22,Lyrics,Topic,8,top,PH,Non-Alcoholic Beverages,560
1918,23,Recipe,Topic,8,top,PH,Non-Alcoholic Beverages,560
1919,24,Music,Topic,7,top,PH,Non-Alcoholic Beverages,560
1920,0,Tiger,Animal,+350%,rising,PH,Non-Alcoholic Beverages,560
1921,1,Barley,Cereal grain,+300%,rising,PH,Non-Alcoholic Beverages,560
1922,2,Non-dairy creamer,Dairy product,+160%,rising,PH,Non-Alcoholic Beverages,560
1923,3,Taro,Plants,+130%,rising,PH,Non-Alcoholic Beverages,560
1924,4,Sugar,Table condiment,+130%,rising,PH,Non-Alcoholic Beverages,560
1925,5,Bubble tea,Drink,+120%,rising,PH,Non-Alcoholic Beverages,560
1926,6,Cold brew coffee,Coffee drink,+120%,rising,PH,Non-Alcoholic Beverages,560
1927,7,Macao Imperial Tea,"Cafe in Quezon City, Philippines",+120%,rising,PH,Non-Alcoholic Beverages,560
1928,8,Wax gourd,Vegetable,+110%,rising,PH,Non-Alcoholic Beverages,560
1929,9,Kombucha,Tea,+100%,rising,PH,Non-Alcoholic Beverages,560
1930,10,Millilitre,Unit of volume,+90%,rising,PH,Non-Alcoholic Beverages,560
1931,11,Worship Generation SM North,"Shopping mall in Quezon City, Philippines",+80%,rising,PH,Non-Alcoholic Beverages,560
1932,12,Tapioca balls,Food,+80%,rising,PH,Non-Alcoholic Beverages,560
1933,13,Litre,Unit of volume,+80%,rising,PH,Non-Alcoholic Beverages,560
1934,14,Milk tea,Topic,+70%,rising,PH,Non-Alcoholic Beverages,560
1935,15,Ketogenic diet,Topic,+70%,rising,PH,Non-Alcoholic Beverages,560
1936,16,Hot chocolate,Drink,+60%,rising,PH,Non-Alcoholic Beverages,560
1937,17,Pearl,Gemstone,+60%,rising,PH,Non-Alcoholic Beverages,560
1938,18,Internet,Topic,+60%,rising,PH,Non-Alcoholic Beverages,560
1939,19,Mobile app,Topic,+60%,rising,PH,Non-Alcoholic Beverages,560
1940,20,Taiwan,Topic,+60%,rising,PH,Non-Alcoholic Beverages,560
1941,21,MPEG-4 Part 14,Format,+60%,rising,PH,Non-Alcoholic Beverages,560
1942,22,Shopping mall,Topic,+60%,rising,PH,Non-Alcoholic Beverages,560
1943,23,Pregnancy,Topic,+60%,rising,PH,Non-Alcoholic Beverages,560
1944,24,Orange,Fruit,+60%,rising,PH,Non-Alcoholic Beverages,560
1945,0,Dog,Animal,100,top,PH,Pet Food & Supplies,379
1946,1,Food,Food,71,top,PH,Pet Food & Supplies,379
1947,2,Dog food,Food,51,top,PH,Pet Food & Supplies,379
1948,3,Cat,Animal,27,top,PH,Pet Food & Supplies,379
1949,4,Pet,Topic,23,top,PH,Pet Food & Supplies,379
1950,5,Aquarium,Topic,21,top,PH,Pet Food & Supplies,379
1951,6,Philippines,Country in Asia,17,top,PH,Pet Food & Supplies,379
1952,7,Cat food,Topic,15,top,PH,Pet Food & Supplies,379
1953,8,Shampoo,Topic,13,top,PH,Pet Food & Supplies,379
1954,9,Puppy,Animal,10,top,PH,Pet Food & Supplies,379
1955,10,Saddle,Topic,9,top,PH,Pet Food & Supplies,379
1956,11,Price,Topic,9,top,PH,Pet Food & Supplies,379
1957,12,Fish,Animal,8,top,PH,Pet Food & Supplies,379
1958,13,Gallon,Unit of volume,7,top,PH,Pet Food & Supplies,379
1959,14,Royal Canin,Pet food company,7,top,PH,Pet Food & Supplies,379
1960,15,Dog crate,Topic,7,top,PH,Pet Food & Supplies,379
1961,16,Toy,Topic,7,top,PH,Pet Food & Supplies,379
1962,17,Water,Chemical compound,7,top,PH,Pet Food & Supplies,379
1963,18,Pedigree Petfoods,Subsidiary,7,top,PH,Pet Food & Supplies,379
1964,19,Meaning,Topic,6,top,PH,Pet Food & Supplies,379
1965,20,Definition,Topic,5,top,PH,Pet Food & Supplies,379
1966,21,Sales,Topic,5,top,PH,Pet Food & Supplies,379
1967,22,Crate,Topic,5,top,PH,Pet Food & Supplies,379
1968,23,Fence,Topic,4,top,PH,Pet Food & Supplies,379
1969,24,Doghouse,Topic,4,top,PH,Pet Food & Supplies,379
1970,0,Share Treats Innovation Corporation,"E-commerce service in Makati, Philippines",Breakout,rising,PH,Pet Food & Supplies,379
1971,1,Blanket,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1972,2,Saltwater fish,Animal,Breakout,rising,PH,Pet Food & Supplies,379
1973,3,Deworming,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1974,4,Name tag,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1975,5,Carpet,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1976,6,Horse blanket,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1977,7,Code,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1978,8,Analgesic,Drug,Breakout,rising,PH,Pet Food & Supplies,379
1979,9,Translation,Topic,Breakout,rising,PH,Pet Food & Supplies,379
1980,10,Peanut,Legume,Breakout,rising,PH,Pet Food & Supplies,379
1981,11,Ghaloon,Village in India,Breakout,rising,PH,Pet Food & Supplies,379
1982,12,Colonel,Military rank,"+4,450%",rising,PH,Pet Food & Supplies,379
1983,13,Leaf,Topic,"+4,400%",rising,PH,Pet Food & Supplies,379
1984,14,Nature,Topic,"+4,350%",rising,PH,Pet Food & Supplies,379
1985,15,Cesar Apolinario,Film director,"+4,250%",rising,PH,Pet Food & Supplies,379
1986,16,Probiotic,Topic,"+4,250%",rising,PH,Pet Food & Supplies,379
1987,17,Television channel,Topic,"+4,200%",rising,PH,Pet Food & Supplies,379
1988,18,Minecraft,Topic,+550%,rising,PH,Pet Food & Supplies,379
1989,19,Download,Topic,+500%,rising,PH,Pet Food & Supplies,379
1990,20,Glass,Visual art form,+500%,rising,PH,Pet Food & Supplies,379
1991,21,Mobile app,Topic,+450%,rising,PH,Pet Food & Supplies,379
1992,22,Kitten,Animal,+450%,rising,PH,Pet Food & Supplies,379
1993,23,Banana leaf,Topic,+400%,rising,PH,Pet Food & Supplies,379
1994,24,Ball,Topic,+400%,rising,PH,Pet Food & Supplies,379
1995,0,Philippines,Country in Asia,100,top,PH,Shopping,18
1996,1,Price,Topic,86,top,PH,Shopping,18
1997,2,Shoe,Shoe,76,top,PH,Shopping,18
1998,3,Lazada Group,Company,60,top,PH,Shopping,18
1999,4,Dress,Garment,37,top,PH,Shopping,18
2000,5,Clothing,Topic,37,top,PH,Shopping,18
2001,6,Nike,Footwear manufacturing company,35,top,PH,Shopping,18
2002,7,Sales,Topic,35,top,PH,Shopping,18
2003,8,How-to,Topic,33,top,PH,Shopping,18
2004,9,Woman,Topic,32,top,PH,Shopping,18
2005,10,Man,Topic,31,top,PH,Shopping,18
2006,11,Shopping mall,Topic,31,top,PH,Shopping,18
2007,12,Google,Technology company,30,top,PH,Shopping,18
2008,13,Adidas,Design company,30,top,PH,Shopping,18
2009,14,Google Search,Topic,29,top,PH,Shopping,18
2010,15,Netflix,Production company,29,top,PH,Shopping,18
2011,16,Bag,Topic,29,top,PH,Shopping,18
2012,17,Birthday,Topic,28,top,PH,Shopping,18
2013,18,Meaning,Topic,26,top,PH,Shopping,18
2014,19,Definition,Topic,25,top,PH,Shopping,18
2015,20,Shirt,Garment,23,top,PH,Shopping,18
2016,21,Design,Topic,23,top,PH,Shopping,18
